trait_key_term	to_remove
Other disorders of skin and subcutaneous tissue	NA
Other disorders of skin and subcutaneous tissue, not elsewhere classified	NA
Other disorders of soft tissues	NA
Other disorders of stomach and duodenum	NA
Other disorders of testis	NA
Other disorders of the genitourinary system	NA
Other disorders of the musculoskeletal system and connective tissue	NA
Other disorders of thyroid	NA
Other disorders of tympanic membrane	NA
Other disorders of urethra and urinary system	NA
Other disorders of urethra and urinary tract	NA
Other dorsopathies, not elsewhere classified	NA
Other drink intake	Y
Other drug-induced secondary parkinsonism	NA
Other embolism and thrombosis	NA
Other embolism and thrombosis (no controls excluded)	NA
Other epidermal thickening	NA
Other extrapyramidal and movement disorders in other diseases	NA
Other eye problems	NA
Other facial nerve disorders	NA
Other female pelvic inflammatory diseases	NA
Other follicular disorders	NA
Other forms of chronic heart disease	NA
Other forms of systemic lupus erythematosus	NA
Other functional intestinal disorders	NA
Other haemoglobinopathies	NA
Other hammer toe(s) (acquired)	NA
Other headache syndromes	NA
Other hearing loss	NA
Other hypertrophic and atrophic conditions of skin	NA
Other immunodeficiencies	NA
Other infectious and parasitic diseases	NA
Other infective otitis externa	NA
Other infiltrative disorders of skin and subcutaneous tissue	NA
Other inflammatory liver diseases	NA
Other inflammatory spondylopathies	NA
Other insterstitial pulmonary diseases	NA
Other localized connective tissue disorders	NA
Other malignant neoplasms of skin (=non-melanoma skin cancer)	NA
Other malignant neoplasms of skin (=non-melanoma skin cancer) (all cancers excluded)	NA
Other malignant neoplasms of skin (=non-melanoma skin cancer), excluding all cancers (controls excluding all cancers)	NA
Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium	NA
Other maternal disorders predominantly related to pregnancy	NA
Other melanin hyperpigmentation	NA
Other menopausal disorders	NA
Other mental disorder	NA
Other mental disorders due to brain damage and dysfunction and to physical disease	NA
Other metabolic disorders	NA
Other milk-based pudding intake	Y
Other necrotizing vasculopathies (FG)	NA
Other neurological diseases	NA
Other neurotic disorders	NA
Other non-epithelial cancer of skin	NA
Other noninfective disorders of lymphatic vessels and lymph nodes	NA
Other noninfective gastroenteritis and colitis	NA
Other noninflammatory disorders of cervix uteri	NA
Other noninflammatory disorders of uterus, except cervix	NA
Other noninflammatory disorders of vagina	NA
Other nonmalignant breast conditions	NA
Other nonthrombocytopenic purpura	NA
Other obstetric trauma	NA
Other obstructed labour	NA
Other obstructive and reflux uropathy	NA
Other otitis externa (chronic)	NA
Other overlap syndromes	NA
Other peripheral nerve disorders	NA
Other predominantly sexually transmitted diseases, not elsewhere classified	NA
Other primary thrombocytopenia	NA
Other psoriatic arthropathies	NA
Other puerperal infections	NA
Other reaction to severe stress, and adjustment disorders	NA
Other retinal artery occlusion	NA
Other retinal disorders	NA
Other salmonella infections	NA
Other savoury snack intake	Y
Other secondary coxarthrosis	NA
Other septicaemia	NA
Other serious medical condition/disability diagnosed by doctor	NA
Other shoulder lesions	NA
Other soft tissue disorders, not elsewhere classified	NA
Other specific arthropathies, wide	NA
Other specified benign mammary dysplasias	NA
Other specified cardiac dysrhythmias	NA
Other specified congenital anomalies of nervous system	NA
Other specified congenital malformation syndromes affecting multiple systems	NA
Other specified disorders of external ear	NA
Other specified disorders of kidney and ureter	NA
Other specified erythematous conditions	NA
Other specified nonpsychotic and/or transient mental disorders	NA
Other specified/unspecified deforming dorsopathies	NA
Other specified/unspecified disorders of synovium and tendon +Other specified/unspecified bursopathies	NA
Other specified/unspecified inflammatory spondylopathies	NA
Other specified/unspecified nutritional deficiencies	NA
Other specified/unspecified spondylopathies	NA
Other specified/unspecified systemic involvement of connective tissue	NA
Other strabismus	NA
Other superficial mycoses	NA
Other symptoms	NA
Other symptoms and signs involving cognitive functions and awareness	NA
Other systemic involvement of connective tissue	NA
Other systemic involvement of connective tissue (FG)	NA
Other tea intake	Y
Other tests	Y
Other type of bread | bread type	Y
Other type of spread/margarine | spread type	Y
Other vegetables intake	Y
Other venous embolism and thrombosis	NA
Other viral diseases, not elsewhere classified	NA
Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified	NA
Other vitamin B12 deficiency anemia	NA
Other, unspecified and serous retinal detachments	NA
Other/unspecified cytomegaloviral diseases	NA
Other/unspecified disorders of vestibular function	NA
Other/unspecified dorsalgia	NA
Other/unspecified enthesopathies, not elsewhere classified	NA
Other/unspecified reactive arthropathies	NA
Other/unspecified seropositiverheumatoid arthritis	NA
Other/unspecified synovitis and tenosynovitis	NA
Otitis Externa	NA
Otitis externa	NA
Otitis externa, unspecified	NA
Otitis media	NA
Otitis media and Eustachian tube disorders	NA
Otosclerosis	NA
Ovarian cancer-related tumor marker CA 125 levels	Y
Ovarian Cysts	NA
Ovarian dysfunction	NA
Ovarian dysfunction, other/unspecified	NA
Overall health rating	NA
Overweight, obesity and other hyperalimentation	NA
Own or rent accommodation lived in	NA
oxybutynin	NA
oxytetracycline	NA
P duration	NA
P-Selectin	Y
P2Y12 anti-platelet agent|anti-platelet	NA
Pain	NA
pain	NA
Pain (limb, back, neck, head abdominally)	NA
Pain and other symptoms associated with female genital organs	NA
Pain in joint	NA
Pain in limb	NA
Pain type(s) experienced in last month	NA
Palindromic rheumatism	NA
Pallor and flushing	NA
pancreas disease,liver disease,biliary tract disease	NA
Pancreatitis	NA
Pancreatitis, Alcoholic	NA
Pancreatitis, Chronic	NA
Panniculitis affecting regions of neck and back	NA
Papillary adenocarcinoma of thyroid gland, excluding all cancers (controls excluding all cancers)	NA
Papulosquamous disorders	NA
paracetamol	NA
Paralytic ileus	NA
Paralytic ileus and intestinal obstruction	NA
Paralytic strabismus	NA
Paranoid personality disorder	NA
Parkinson disease	NA
Parkinson Disease	NA
Parkinson Disease, Secondary	NA
Parkinson's disease	NA
paroxetine	NA
Paroxysmal ventricular tachycardia	NA
Parsnip intake	Y
Part of a multiple birth	Y
Participation in an health questionnaire (not invited vs invited)	Y
Particulate matter air pollution (pm10); 2007	Y
Particulate matter air pollution (pm2.5) absorbance; 2010	Y
Particulate matter air pollution (pm2.5); 2010	Y
Past tobacco smoking	NA
Patellar Dislocation	NA
Patellar tendinitis	NA
Pathologic fracture of vertebrae	NA
Patient classification on admission (recoded)	NA
Pattern 1 | hair/balding pattern	NA
Pattern 4 | hair/balding pattern	NA
PCT responsible for patient data	NA
PDE5 inhibitor|pulmonary hypertension|erectile dysfunction	NA
Pea intake	Y
Peach/nectarine intake	Y
Peak expiratory flow (PEF)	NA
Peak Expiratory Flow Rate	NA
Pear intake	Y
Pediatric Obesity	NA
Pediculosis, acariasis and other infestations	NA
Pemphigoid	NA
Pemphigoid, Bullous	NA
penicillin	NA
peppermint oil	Y
Peptic Ulcer	NA
peptic ulcer	NA
Peptic ulcer (excl. esophageal)	NA
Percent liver fat	NA
Percentage of invited food questionnaires completed	Y
Perforation of tympanic membrane	NA
Periapical abscess	NA
Pericarditis	NA
Perineal laceration during delivery	NA
Perioral dermatitis	NA
Peripheral angiopathy in diseases classified elsewhere	NA
Peripheral artery disease	NA
Peripheral artery disease (no controls excluded)	NA
Peripheral atherosclerosis	NA
Peripheral enthesopathies and allied syndromes	NA
Peripheral or central vertigo	NA
Peripheral retinal degeneration	NA
Peripheral vascular disease	NA
peripheral vascular disease	NA
Peripheral vascular disease, unspecified	NA
Peritoneal adhesions (postoperative) (postinfection)	NA
Peritoneal or intestinal adhesions	NA
peritonitis	NA
Peritonitis and retroperitoneal infections	NA
Peritonsillar Abscess	NA
pernicious anemia	NA
Pernicious anemia	NA
Peroxidase	Y
Persistent delusional disorders	NA
Personal history of diseases of blood and blood-forming organs	NA
Personal Satisfaction	NA
Personality	NA
Personality and behavioural disorders due to brain disease, damage and dysfunction	NA
Personality disorder	NA
Personality Disorders	NA
Phakomatoses, not elsewhere classified	NA
phenoxymethylpenicillin	NA
Phlebitis and thrombophlebitis	NA
Phlebitis and thrombophlebitis (not including DVT)	NA
Phlebitis and thrombophlebitis (not including DVT) (no controls excluded)	NA
Phlebitis and thrombophlebitis of lower extremities	NA
Phlebitis and thrombophlebitis of lower extremities, unspecified, drug-induced	NA
Phosphate	NA
Phosphatidylcholine_30:0_[M+H]1+/Phosphatidylethanolamine_33:0_[M+H]1+/Phosphatidate_35:1_[M+NH4]1+ levels	Y
Phosphatidylcholine_32:0_[M+H]1+/Phosphatidylethanolamine_35:0_[M+H]1+/Phosphatidate_37:1_[M+NH4]1+ levels	Y
Phosphatidylcholine_32:1_[M+H]1+/Phosphatidylethanolamine_35:1_[M+H]1+/Phosphatidate_37:2_[M+NH4]1+ levels	Y
Phosphatidylcholine_34:0_[M+H]1+/Phosphatidylethanolamine_37:0_[M+H]1+/Phosphatidate_39:1_[M+NH4]1+ levels	Y
Phosphatidylcholine_34:1_[M+H]1+/Phosphatidylethanolamine_37:1_[M+H]1+/Phosphatidate_39:2_[M+NH4]1+ levels	Y
Phosphatidylcholine_34:3_[M+H]1+/Phosphatidylethanolamine_37:3_[M+H]1+/Phosphatidate_39:4_[M+NH4]1+ levels	Y
Phosphatidylcholine_35:1_[M+H]1+/Phosphatidylethanolamine_38:1_[M+H]1+/Phosphatidate_40:2_[M+NH4]1+ levels	Y
Phosphatidylcholine-2O_32:0_[M+H]1+ levels	Y
Phosphatidylcholine-O_18:1_[M+H]1+/Phosphatidylcholine-P_18:0_[M+H]1+ levels	Y
Phosphatidylcholine-O_30:1_[M+H]1+/Phosphatidylcholine-P_30:0_[M+H]1+/Phosphatidylethanolamine-O_33:1_[M+H]1+ levels	Y
Phosphatidylcholine-O_31:0_[M+H]1+/Phosphatidylethanolamine-O_34:0_[M+H]1+ levels	Y
Phosphatidylcholine-O_31:2_[M+H]1+/Phosphatidylcholine-P_31:1_[M+H]1+/Phosphatidylethanolamine-O_34:2_[M+H]1+ levels	Y
Phosphatidylcholine-O_32:0_[M+H]1+/Phosphatidylethanolamine-O_35:0_[M+H]1+ levels	Y
Phosphatidylcholine-O_32:1_[M+H]1+/Phosphatidylcholine-P_32:0_[M+H]1+/Phosphatidylethanolamine-O_35:1_[M+H]1+ levels	Y
Phosphatidylcholine-O_34:1_[M+H]1+/Phosphatidylcholine-P_34:0_[M+H]1+/Phosphatidylethanolamine-O_37:1_[M+H]1+ levels	Y
Phosphatidylcholine-O_34:2_[M+H]1+/Phosphatidylcholine-P_34:1_[M+H]1+/Phosphatidylethanolamine-O_37:2_[M+H]1+ levels	Y
Phosphatidylcholine-O_34:3_[M+H]1+/Phosphatidylcholine-P_34:2_[M+H]1+/Phosphatidylethanolamine-P_37:2_[M+H]1+ levels	Y
Phosphatidylcholine-O_35:1_[M+H]1+/Phosphatidylcholine-P_35:0_[M+H]1+/Phosphatidylethanolamine-O_38:1_[M+H]1+ levels	Y
Phosphatidylcholine-O_36:1_[M+H]1+/Phosphatidylcholine-P_36:0_[M+H]1+/Phosphatidylethanolamine-O_39:1_[M+H]1+ levels	Y
Phosphatidylcholine-O_36:2_[M+H]1+/Phosphatidylcholine-P_36:1_[M+H]1+/Phosphatidylethanolamine-P_39:1_[M+H]1+ levels	Y
Phosphatidylcholine-O_36:4_[M+H]1+/Phosphatidylcholine-P_36:3_[M+H]1+ levels	Y
Phosphatidylcholine-O_37:1_[M+H]1+/Phosphatidylcholine-P_37:0_[M+H]1+/Phosphatidylethanolamine-O_40:1_[M+H]1+ levels	Y
Phosphatidylcholine-O_37:2_[M+H]1+/Phosphatidylcholine-P_37:1_[M+H]1+/Phosphatidylethanolamine-O_40:2_[M+H]1+ levels	Y
Phosphatidylcholine-O_38:1_[M+H]1+/Phosphatidylcholine-P_38:0_[M+H]1+/Phosphatidylethanolamine-P_41:0_[M+H]1+ levels	Y
Phosphatidylcholine-O_38:2_[M+H]1+/Phosphatidylcholine-P_38:1_[M+H]1+ levels	Y
Phosphatidylcholine-O_38:4_[M+H]1+/Phosphatidylcholine-P_38:3_[M+H]1+ levels	Y
Phosphatidylcholine-O_38:5_[M+H]1+/Phosphatidylcholine-P_38:4_[M+H]1+ levels	Y
Phosphatidylcholine-O_39:0_[M+H]1+/Phosphatidylethanolamine-O_42:0_[M+H]1+ levels	Y
Phosphatidylcholine-O_40:5_[M+H]1+/Phosphatidylcholine-P_40:4_[M+H]1+ levels	Y
Phosphatidylcholine-O_40:6_[M+H]1+/Phosphatidylcholine-P_40:5_[M+H]1+ levels	Y
Phosphatidylethanolamine-O_36:5_[M+H]1+/Phosphatidylethanolamine-P_36:4_[M+H]1+ levels	Y
Phosphatidylethanolamine-O_38:5_[M+H]1+/Phosphatidylethanolamine-P_38:4_[M+H]1+ levels	Y
Phosphatidylethanolamine-O_38:6_[M+H]1+/Phosphatidylethanolamine-P_38:5_[M+H]1+ levels	Y
Phosphatidylethanolamine-O_40:6_[M+H]1+/Phosphatidylethanolamine-P_40:5_[M+H]1+ levels	Y
Phosphatidylethanolamine-P_38:6_[M+H]1+ levels	Y
Phosphatidylglycerol_34:1_[M+H]1+ levels	Y
Phosphatidylglycerol-O_38:0_[M+NH4]1+ levels	Y
Phosphatidylglycerol-O_40:1_[M+NH4]1+ levels	Y
Phosphatidylinositol_34:1_[M-H]1- levels	NA
Phospholipase D3 measurement	Y
physical activity	NA
physical activity measurement	NA
Pilonidal Sinus	NA
Pineapple intake	Y
pioglitazone	NA
piroxicam	NA
Pituitary hyperfunction	NA
Pituitary hypofunction	NA
pizotifen	NA
Pizza intake	Y
Place of birth in UK - east co-ordinate	Y
Place of birth in uk - east co-ordinate	Y
Place of birth in UK - north co-ordinate	Y
Place of birth in uk - north co-ordinate	NA
Placenta Growth Factor	Y
Placenta Previa	NA
Plain cereal intake	Y
Plantar fascial fibromatosis	NA
Plasminogen measurement	Y
Platelet count	NA
Platelet Count	NA
Platelet crit	NA
Platelet distribution width	NA
Plays computer games	Y
Pleural plaque	NA
pleurisy	NA
Plum intake	Y
PM: final answer	Y
PM: initial answer	Y
Pneumococcal pneumonia	NA
Pneumoconiosis	NA
Pneumoconiosis due to asbestos and other mineral fibres	NA
Pneumonia	NA
Pneumonia (excl. viral and due to other infectious organisms not elsewhere classified)	NA
Pneumonitis due to inhalation of food or vomitus	NA
Pneumonitis due to solids and liquids	NA
Pneumothorax	NA
pneumovax	NA
Poisoning by agents primarily affecting the gastrointestinal system	NA
Poisoning by antibiotics	NA
Poisoning by primarily systemic agents	NA
Poisoning by water, mineral, and uric acid metabolism drugs	NA
Polyarteritis nodosa	NA
Polyarteritis nodosa and allied conditions	NA
Polyarthritis, unspecified	NA
Polyarthropathies	NA
Polyarthrosis	NA
Polycystic ovarian syndrome, broad definition	NA
Polycystic ovarian syndrome, consortium definition	NA
Polycystic ovaries	NA
Polycystic Ovary Syndrome	NA
Polycythemia vera	NA
Polycythemia Vera	NA
polycythemia vera	NA
Polycythemia, secondary	NA
Polyglandular dysfunction	NA
Polymorphous light eruption	NA
Polymyalgia Rheumatica	NA
polymyalgia rheumatica	NA
Polymyositis	NA
Polyneuropathy in diabetes	NA
Polyp of corpus uteri	NA
Polyp of female genital organs	NA
Polyp of the female genital tract	NA
Pork intake	Y
Pork Meat	Y
Portal hypertension	NA
Postdysenteric arthropathy	NA
Posterior thigh lean muscle volume (left)	NA
Posterior thigh lean muscle volume (right)	NA
Postinfectious hypothyroidism	NA
Postinflammatory pulmonary fibrosis	NA
Postmenopausal atrophic vaginitis	NA
Postmenopausal bleeding	NA
Postmenopausal osteoporosis with pathological fracture	NA
Postpartum haemorrhage	NA
Postpartum haemorrhage due to retained placenta	NA
Postprocedural disorders of ear and mastoid process, not elsewhere classified	NA
Postprocedural endocrine and metabolic disorders, not elsewhere classified	NA
Postzoster neuralgia	NA
Potassium	NA
Potassium in urine	NA
Poultry intake	Y
Powdered/instant soup intake	Y
pravastatin	NA
Pre-eclampsia	NA
Pre-eclampsia or eclampsia	NA
Pre-eclampsia or poor fetal growth	NA
Pre-existing hypertension complicating pregnancy, childbirth and the puerperium	NA
Precordial pain	NA
prednisolone	NA
Prednisolone	NA
Preeclampsia and eclampsia	NA
Pregnancy hypertension	NA
Pregnancy with abortive outcome	NA
Premature beats	NA
Premature rupture of membranes	NA
Presbycusis	NA
Presbyopia	NA
Presence of other functional implants	NA
Preterm labour and delivery	NA
Primary angle-closure glaucoma	NA
Primary biliary cholangitis (PBC)	NA
Primary biliary cirrhosis	NA
Primary coxarthrosis, bilateral	NA
Primary gonarthrosis, bilateral	NA
Primary open angle glaucoma	NA
Primary open-angle glaucoma, strict	NA
Primary pulmonary hypertension	NA
Primary thrombocytopenia	NA
Primary_lymphoid and hematopoietic malignant neoplasms (controls excluding all cancers)	NA
Primary/intrinsic cardiomyopathies	NA
Private healthcare	Y
pro-kinetic agent|dopamine D2 antagonist	NA
Problems associated with amniotic cavity and membranes	NA
Problems related to medical facilities and other health care	NA
Processed meat intake	Y
prochlorperazine	NA
Procreative management	NA
Proctocolitis	NA
procyclidine	NA
Professional informed about anxiety	NA
Professional informed about depression	NA
Progressive vascular leukoencephalopathy	NA
Prolapse of vaginal walls	NA
Proliferative diabetic retinopathy	NA
Prolonged pregnancy	NA
propranolol	NA
Prospective memory result	NA
prostaglandin analog	NA
Prostaglandin E synthase 2 measurement	Y
prostate carcinoma	NA
Prostatic Hyperplasia	NA
Prostatic Neoplasms	NA
Prostatitis	NA
Protein	NA
Protein Z-dependent protease inhibitor measurement	Y
Prothrombin measurement	Y
proton pump inhibitor|PPI	NA
Prurigo	NA
Prurigo and Lichen	NA
Prurigo nodularis	NA
psoriasis	NA
Psoriasis	NA
Psoriasis (vulgaris), strict definition	NA
Psoriasis and related disorders	NA
Psoriasis vulgaris	NA
Psoriatic and enteropathic arthropathies	NA
psoriatic arthritis	NA
Psoriatic arthropathy	NA
Psychiatric diseases	NA
Psychological or psychiatric problem	NA
psychosis	NA
Pterygium	NA
Ptosis of eyelid	NA
Puberty, Delayed	Y
Pulmonary congestion and hypostasis	NA
Pulmonary Disease, Chronic Obstructive	NA
Pulmonary Embolism	NA
pulmonary embolism	NA
Pulmonary embolism	NA
Pulmonary embolism (no controls excluded)	NA
Pulmonary embolism and infarction, acute	NA
Pulmonary eosinophilia, not elsewhere classified	NA
Pulmonary Fibrosis	NA
pulmonary fibrosis	NA
Pulmonary heart disease	NA
Pulmonary Heart Disease	NA
Pulse pressure, automated reading	NA
Pulse pressure, automated reading, adjusted by medication	NA
Pulse pressure, combined automated + manual reading	NA
Pulse pressure, combined automated + manual reading, adjusted by medication	NA
Pulse pressure, manual reading	NA
Pulse pressure, manual reading, adjusted by medication	NA
Pulse rate	NA
Pulse rate (during blood-pressure measurement)	NA
Pulse rate, automated reading	NA
Pulse wave Arterial Stiffness index	NA
Pulse wave peak to peak time	NA
Pulse wave reflection index	NA
Pulses intake	Y
Pure hypercholesterolaemia	NA
Pure hyperglyceridaemia	NA
Purpura and other hemorrhagic conditions	NA
Purulent endophthalmitis	NA
Pustulosis palmaris et plantaris	NA
Pyelonephritis	NA
Pyogenic arthritis	NA
Pyogenic granuloma	NA
Pyothorax	NA
Q21 Congenital malformations of cardiac septa	NA
Q63 Other congenital malformations of kidney	NA
Q66 Congenital deformities of feet	NA
Q76 Congenital malformations of spine and bony thorax	NA
Q85 Phakomatoses, not elsewhere classified	NA
QRS duration	NA
Qualifications	NA
Quantitative Trait Loci	NA
quinine bisulfate	NA
R00 Abnormalities of heart beat	NA
R04 Haemorrhage from respiratory passages	NA
R06 Abnormalities of breathing	NA
R07 Pain in throat and chest	NA
R09 Other symptoms and signs involving the circulatory and respiratory systems	NA
R10 Abdominal and pelvic pain	NA
R23 Other skin changes	NA
R26 Abnormalities of gait and mobility	NA
R29 Other symptoms and signs involving the nervous and musculoskeletal systems	NA
R41 Other symptoms and signs involving cognitive functions and awareness	NA
R43 Disturbances of smell and taste	NA
R46 Symptoms and signs involving appearance and behaviour	NA
R50 Fever of unknown origin	NA
R57 Shock, not elsewhere classified	NA
R59 Enlarged lymph nodes	NA
R73 Elevated blood glucose level	NA
R79 Other abnormal findings of blood chemistry	NA
rabeprazole	NA
Radial styloid tenosynovitis [de Quervain]	NA
Radiculopathy	NA
ramipril	NA
ranitidine	NA
Rare circulating lymphoid malignancy, excluding all cancers (controls excluding all cancers)	NA
Ras-related protein Rab-2A measurement	Y
Raynaud's syndrome	NA
Reaction Time	NA
Reactive arthropathies	NA
Reactive arthropathies, FINNGEN	NA
Reason for not eating or drinking normally	NA
Reason for reducing amount of alcohol drunk	NA
Reason former drinker stopped drinking alcohol	NA
Recent changes in speed/amount of moving or speaking	NA
Recent easy annoyance or irritability	NA
Recent feelings of depression	NA
Recent feelings of foreboding	NA
Recent feelings of inadequacy	NA
Recent feelings of tiredness or low energy	NA
Recent feelings or nervousness or anxiety	NA
Recent inability to stop or control worrying	NA
Recent lack of interest or pleasure in doing things	NA
Recent medication for asthma	NA
Recent poor appetite or overeating	NA
Recent restlessness	NA
Recent thoughts of suicide or self-harm	NA
Recent trouble concentrating on things	NA
Recent trouble relaxing	NA
Recent worrying too much about different things	NA
Receptor, PAR-1	Y
Receptors, Interleukin-17	Y
Receptors, TNF-Related Apoptosis-Inducing Ligand	Y
Receptors, Tumor Necrosis Factor, Type II	Y
Recurrent cholesteatoma of postmastoidectomy cavity	NA
Recurrent or chronic depression	NA
Recurring oral aphthae, including avohilmo	NA
Red blood cell (erythrocyte) count	NA
Red blood cell (erythrocyte) distribution width	NA
Red Meat	NA
Red wine intake	Y
Redundant prepuce and phimosis/BXO	NA
Redundant prepuce, phimosis and paraphimosis	NA
refractive error	NA
Refractive Errors	NA
Regional enteritis	NA
Reimbursement for rheumatic diseases	NA
Reiter disease	NA
Relapsing fevers	NA
Relative age of first facial hair	Y
Relative age voice broke	Y
Renal colic	NA
Renal failure	NA
Renal Insufficiency	NA
Renal tubulo-interstitial diseases	NA
Renal tubulo-intestitial diseases	NA
Renin	Y
Repeated disturbing thoughts of stressful experience in past month	NA
Reported occurrences of cancer	NA
Reproduciblity of spirometry measurement using ERS/ATS criteria	NA
Respiration Disorders	NA
Respiratory abnormalities	NA
Respiratory arrest	NA
Respiratory conditions due to inhalation of chemicals, gases, fumes and vapours	NA
Respiratory disorders in diseases classified elsewhere	NA
Respiratory failure, insufficiency, arrest	NA
Respiratory Hypersensitivity	NA
Respiratory insufficiency	NA
Respiratory or ear-nose-throat disease	NA
Respiratory Tract Diseases	NA
Respiratory Tract Infections	NA
Respiratory tuberculosis, confirmed	NA
Restless leg syndrome	NA
Retained placenta and membranes, without haemorrhage	NA
Retention of urine	NA
Reticulocyte count	NA
Reticulocyte percentage	NA
Reticulocytosis	NA
Retinal breaks without detachment	NA
Retinal detachment with retinal break	NA
Retinal detachment with retinal defect	NA
Retinal detachments and breaks	NA
Retinal detachments and defects	NA
Retinal Diseases	NA
Retinal Hemorrhage	NA
Retinal vascular disorders	NA
Retinal vascular occlusion	NA
Retinoschisis and retinal cysts	NA
Retrobulbar neuritis in diseases classified elsewhere	NA
Rhesus isoimmunization in pregnancy	NA
Rheumatic disease of the heart valves	NA
Rheumatic Heart Disease	NA
Rheumatism, unspecified	NA
Rheumatoid arthritis	NA
rheumatoid arthritis	NA
Rheumatoid arthritis and other inflammatory polyarthropathies	NA
Rheumatoid factor	NA
Rhinitis, Allergic	NA
Rhinitis, Allergic, Seasonal	NA
Rhinophyma	NA
Right bundle-branch block	NA
risedronate	NA
Risk taking	Y
rivaroxaban	NA
Rooibos tea intake	Y
rosacea	NA
Rose wine intake	Y
Rosuvastatin Calcium	NA
Rotator Cuff	NA
Rubella [German measles]	NA
S00 Superficial injury of head	NA
S02 Fracture of skull and facial bones	NA
S05 Injury of eye and orbit	NA
S06 Intracranial injury	NA
S29 Other and unspecified injuries of thorax	NA
S30 Superficial injury of abdomen, lower back and pelvis	NA
S32 Fracture of lumbar spine and pelvis	NA
S53 Dislocation, sprain and strain of joints and ligaments of elbow	NA
S56 Injury of muscle and tendon at forearm level	NA
S61 Open wound of wrist and hand	NA
S62 Fracture at wrist and hand level	NA
S66 Injury of muscle and tendon at wrist and hand level	NA
S67 Crushing injury of wrist and hand	NA
S82 Fracture of lower leg, including ankle	NA
S83 Dislocation, sprain and strain of joints and ligaments of knee	NA
S86 Injury of muscle and tendon at lower leg level	NA
Sacrococcygeal disorders, not elsewhere classified	NA
Sacroiliitis, not elsewhere classified	NA
Salad / raw vegetable intake	Y
Salads	Y
salicylic acid	NA
salmeterol	NA
salmeterol/fluticasone	NA
Salpingitis and oophoritis	NA
Salt added to food	Y
Salted nuts intake	Y
Salted peanuts intake	Y
Sarcoidosis	NA
sarcoma	NA
Satsuma intake	Y
Sausage intake	Y
Scabies	NA
Scarlet fever	NA
Scavenger receptor class A member 5 measurement	Y
schizophrenia	NA
Schizophrenia	NA
Schizophrenia and other psychotic disorders	NA
Schizophrenia or delusion (more control exclusions)	NA
Sciatic Neuropathy	NA
Sciatica+with lumbago	NA
Scleritis	NA
Scoliosis	NA
seasonal allergic rhinitis	NA
seasonal allergic rhinitis,allergic rhinitis	NA
Seated height	NA
Seating box height	Y
Sebaceous cyst	NA
Sebaceous Gland Diseases	NA
Seborrheic keratosis	NA
Seborrhoeic dermatitis	NA
Second degree AV block	NA
Second line medication for Crohns disease	NA
Secondary hypertension	NA
Secondary hypothyroidism	NA
Secondary malignancy of bone	NA
Secondary malignancy of lymph nodes	NA
Secondary malignancy of respiratory organs	NA
Secondary malignant neoplasm	NA
Secondary malignant neoplasm of digestive systems	NA
Secondary malignant neoplasm of liver	NA
Secondary malignant neoplasm of skin	NA
Secondary thrombocytopenia	NA
Seeds intake	Y
Seen a psychiatrist for nerves, anxiety, tension or depression	NA
Seen doctor (GP) for nerves, anxiety, tension or depression	NA
selective alpha1-antagonist|alpha blocker	NA
selective alpha2-agonist|alpha agonist	NA
selective beta1 antagonist|beta blocker	NA
selective beta2 receptor agonist|beta agonist	NA
selective COX-2 NSAID|non-steroidal anti-inflammatory drug|NSAID	NA
selective COX-2 NSAID|NSAID|non-steroidal anti-inflammatory drug	NA
Selective deficiency of immunoglobulin A [IgA]y	NA
Selective deficiency of immunoglobulin G [IgG] subclasses	NA
selective estrogen receptor modulator|SERM	NA
selective histamine H1 inverse agonist|antihistamine	NA
selective serotonin re-uptake inhibitor|SSRI	NA
self reported educational attainment	NA
Seminoma of testis, excluding all cancers (controls excluding all cancers)	NA
Senile cataract	NA
Sensitivity / hurt feelings	NA
Sensitivity and Specificity	NA
Sensorineural hearing loss	NA
Separation of retinal layers (serosa)	NA
Septal defects	NA
Septicemia	NA
Sequelae of cerebrovascular disease	NA
Sequelae of infectious and parasitic diseases	NA
Seretide 50 evohaler | treatment/medication code	NA
Seronegative rheumatoid arthritis	NA
Seropositive rheumatoid arthritis	NA
Seropositive rheumatoid arthritis, strict definition	NA
Seropositive rheumatoid arthritis, wide	NA
serotonin receptor antagonist|alpha-adrenergic receptor antagonist|selective histamine H1 inverse agonist	NA
serotonin-norepinephrine reuptake inhibitor|SNRI|antidepressant	NA
Serotransferrin measurement	Y
Serous carcinoma of ovary, excluding all cancers (controls excluding all cancers)	NA
sertraline	NA
Serum Albumin	NA
Serum amyloid A-2 protein measurement	Y
Serum phosphate levels	NA
Severe diabetic background retinopathy	NA
Severe non-proliferative background diabetic retinopathy	NA
severe traumatic brain injury, does not include concussion	NA
Severe visual impairment, monocular	NA
Severity of manic/irritable episodes	NA
Sexual Behavior	NA
Sexual interference by partner or ex-partner without consent as an adult	NA
SHBG	Y
short-acting insulin analog|diabetes	NA
Shortness of breath walking on level ground	NA
Shoulder lesions	NA
Sialolithiasis	NA
Sicca syndrome	NA
Sicca syndrome [Sjgren]	NA
Side salad intake	Y
Signal-to-noise-ratio (SNR) of triplet (left)	NA
sildenafil	NA
Simple and unspecified goiter	NA
Simvador 10mg tablet | treatment/medication code	NA
simvastatin	NA
Simvastatin	NA
